gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d011223,13.09 ,17.99 ,21.12 ,18.30 ,16.72 ,12.72 ,15.21 ,21.10 ,16.50 ,16.33 ,19.37 ,18.79 ,25.25 ,21.14 ,21.14 ,18.31 ,20.01 ,18.48 ,22.23 ,18.11 ,14.93 ,18.62 ,15.02 ,13.30 ,12.55 ,12.09 ,10.80 ,10.49 ,7.16 ,7.15 ,7.39 ,2.01 ,2.60 ,1.76 ,2.86 ,4.75 ,5.00 ,5.46 ,3.61 ,3.26 ,3.90 ,3.11 ,2.31 ,1.79 ,2.53 ,1.50 ,0.00 ,0.00 ,0.22 ,0.20 ,0.04 ,0.02 ,0.25 ,0.00 ,0.06 ,0.15 ,0.19 ,0.24 ,0.33 ,0.18 ,0.26 ,0.78 ,0.13 ,15.79 ,13.20 ,20.49 ,13.97 ,12.17 ,6.89 ,2.61 ,2.26 ,1.73 ,1.35 ,1.72 ,1.50 ,1.04 ,1.39 ,1.48 ,1.77 ,2.21 ,2.33 ,2.01 ,1.67 ,2.79 ,1.82 ,24.44 ,17.82 ,15.67 ,16.87 ,9.04 ,2.75 ,0.35 ,0.69 ,2.89 ,4.55 ,4.82 ,0.00 ,7.99 ,3.69 ,3.98 ,3.89 ,14.13 ,17.08 ,16.90 ,17.44 ,5.90 ,6.04 
Zm00001d004497,0.99 ,1.38 ,2.01 ,0.68 ,0.52 ,0.65 ,0.63 ,1.43 ,1.80 ,1.35 ,1.70 ,1.20 ,1.02 ,1.45 ,0.71 ,0.91 ,1.19 ,1.00 ,1.11 ,0.45 ,0.25 ,0.57 ,0.25 ,0.43 ,0.18 ,0.18 ,0.10 ,0.00 ,0.10 ,0.04 ,0.02 ,0.00 ,0.10 ,0.00 ,0.09 ,0.00 ,0.17 ,0.14 ,0.08 ,0.00 ,0.00 ,0.28 ,0.00 ,0.00 ,0.09 ,0.23 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,0.14 ,0.09 ,0.00 ,0.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.12 ,0.13 ,0.23 ,0.78 ,0.18 ,0.15 ,8.30 ,1.82 ,0.40 ,0.23 ,0.91 ,5.76 ,5.89 ,0.00 ,0.12 ,0.06 ,0.11 ,0.79 ,0.14 ,0.00 ,0.06 ,0.00 ,0.56 ,0.47 
Zm00001d029896,4.17 ,6.77 ,13.92 ,15.81 ,12.78 ,6.92 ,7.15 ,7.97 ,9.35 ,10.64 ,10.77 ,10.01 ,8.80 ,12.86 ,9.31 ,7.42 ,9.13 ,10.11 ,7.23 ,6.83 ,7.52 ,8.24 ,8.32 ,6.49 ,5.48 ,3.93 ,2.09 ,3.98 ,2.94 ,2.42 ,1.98 ,0.95 ,0.59 ,0.49 ,0.98 ,1.38 ,0.25 ,0.75 ,0.68 ,0.54 ,0.56 ,0.32 ,0.15 ,0.30 ,0.23 ,0.09 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,0.00 ,7.57 ,6.22 ,5.96 ,5.50 ,3.30 ,1.11 ,1.04 ,0.60 ,0.49 ,0.35 ,0.34 ,0.30 ,0.00 ,0.12 ,0.48 ,0.00 ,0.06 ,0.32 ,0.00 ,0.06 ,0.46 ,2.84 ,6.63 ,9.62 ,2.71 ,2.64 ,45.82 ,0.07 ,0.00 ,0.09 ,0.00 ,30.23 ,32.52 ,0.00 ,1.85 ,1.14 ,0.74 ,6.74 ,10.81 ,1.98 ,2.09 ,1.69 ,6.42 ,6.69 
Zm00001d046718,28.69 ,37.05 ,50.63 ,49.31 ,40.57 ,28.00 ,25.29 ,40.03 ,24.99 ,41.46 ,31.77 ,34.40 ,42.49 ,39.62 ,43.23 ,34.94 ,35.09 ,35.94 ,38.98 ,36.61 ,31.23 ,38.96 ,37.52 ,34.97 ,34.03 ,32.76 ,33.39 ,37.94 ,25.62 ,25.93 ,27.69 ,0.78 ,1.41 ,2.79 ,3.10 ,2.18 ,5.25 ,7.24 ,8.25 ,11.57 ,12.83 ,13.69 ,11.24 ,11.52 ,13.15 ,12.63 ,29.93 ,23.25 ,10.36 ,24.60 ,27.84 ,33.63 ,53.51 ,57.25 ,59.08 ,54.52 ,54.76 ,37.33 ,53.59 ,41.39 ,41.27 ,36.39 ,17.55 ,49.33 ,47.05 ,41.57 ,41.10 ,62.40 ,44.35 ,38.18 ,39.47 ,35.63 ,41.61 ,43.91 ,45.70 ,47.84 ,47.35 ,67.10 ,39.33 ,21.99 ,16.63 ,16.93 ,16.68 ,18.68 ,6.73 ,27.83 ,34.82 ,32.70 ,35.28 ,14.69 ,16.50 ,3.27 ,3.99 ,11.26 ,19.77 ,20.86 ,0.54 ,51.01 ,20.32 ,13.52 ,29.81 ,74.21 ,29.55 ,30.89 ,28.82 ,51.15 ,41.58 
Zm00001d053442,4.36 ,4.53 ,6.60 ,4.59 ,5.01 ,3.87 ,3.17 ,7.92 ,5.22 ,6.65 ,7.22 ,6.06 ,5.95 ,6.43 ,5.83 ,3.72 ,5.80 ,4.63 ,4.20 ,2.92 ,2.78 ,3.42 ,2.00 ,1.82 ,2.46 ,2.57 ,0.93 ,1.25 ,1.36 ,0.88 ,0.64 ,0.16 ,0.32 ,0.35 ,0.07 ,0.45 ,0.14 ,0.30 ,0.24 ,1.41 ,0.34 ,0.19 ,0.73 ,1.10 ,0.50 ,0.29 ,0.08 ,0.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.19 ,0.00 ,0.07 ,0.20 ,0.09 ,0.86 ,8.02 ,3.24 ,5.49 ,4.36 ,2.24 ,0.63 ,0.09 ,0.82 ,0.06 ,0.00 ,0.03 ,0.06 ,0.00 ,0.13 ,0.04 ,0.08 ,0.72 ,0.13 ,0.00 ,0.10 ,0.46 ,0.42 ,1.07 ,2.10 ,0.17 ,0.09 ,42.63 ,0.21 ,0.00 ,0.00 ,0.00 ,30.07 ,31.45 ,0.05 ,8.17 ,0.58 ,0.17 ,6.70 ,75.25 ,0.44 ,0.43 ,0.14 ,0.82 ,0.37 
Zm00001d020947,19.32 ,18.32 ,21.86 ,29.82 ,22.38 ,23.94 ,20.81 ,28.04 ,20.26 ,22.67 ,18.89 ,18.67 ,20.07 ,20.87 ,19.15 ,17.86 ,21.70 ,19.74 ,22.11 ,21.16 ,18.63 ,19.57 ,21.41 ,21.40 ,20.17 ,16.90 ,15.74 ,17.37 ,15.94 ,16.38 ,15.78 ,7.19 ,7.57 ,2.87 ,6.07 ,3.52 ,3.00 ,3.94 ,4.16 ,4.34 ,5.81 ,1.87 ,2.56 ,6.35 ,3.68 ,7.62 ,3.93 ,3.71 ,1.43 ,1.17 ,0.98 ,1.72 ,0.81 ,1.34 ,2.23 ,1.54 ,1.22 ,0.87 ,1.54 ,2.54 ,3.47 ,4.27 ,6.95 ,10.20 ,12.64 ,13.51 ,10.77 ,14.34 ,8.46 ,5.93 ,5.26 ,3.24 ,3.89 ,2.44 ,3.31 ,2.13 ,1.90 ,3.62 ,2.37 ,8.47 ,3.24 ,3.82 ,2.54 ,6.08 ,2.64 ,25.81 ,21.40 ,16.42 ,17.31 ,13.83 ,3.71 ,5.62 ,6.90 ,8.65 ,11.79 ,12.34 ,0.07 ,19.16 ,13.44 ,15.35 ,22.74 ,10.10 ,16.93 ,20.04 ,18.63 ,10.35 ,10.85 
Zm00001d046759,5.04 ,5.57 ,8.28 ,7.04 ,8.72 ,7.34 ,4.68 ,6.34 ,7.65 ,6.43 ,8.20 ,7.03 ,8.15 ,8.96 ,7.57 ,6.86 ,8.06 ,7.09 ,5.26 ,8.04 ,8.27 ,7.64 ,7.54 ,6.72 ,8.45 ,7.14 ,3.97 ,5.61 ,5.92 ,4.28 ,4.23 ,0.98 ,2.31 ,1.14 ,2.90 ,2.04 ,1.88 ,4.68 ,4.34 ,3.16 ,5.70 ,4.22 ,5.21 ,4.90 ,4.48 ,5.96 ,1.04 ,0.79 ,0.30 ,0.28 ,0.04 ,0.69 ,0.13 ,0.32 ,0.35 ,0.16 ,0.00 ,0.96 ,0.58 ,0.96 ,0.91 ,1.89 ,3.93 ,5.83 ,7.23 ,6.02 ,5.79 ,3.01 ,1.60 ,0.94 ,0.58 ,0.19 ,0.44 ,0.42 ,0.64 ,1.42 ,0.27 ,0.49 ,1.79 ,4.77 ,3.87 ,2.78 ,2.67 ,3.88 ,0.20 ,6.06 ,5.71 ,6.57 ,5.76 ,24.55 ,0.16 ,0.13 ,0.34 ,0.79 ,14.79 ,17.12 ,0.00 ,0.33 ,2.94 ,3.17 ,2.54 ,11.67 ,5.36 ,4.66 ,5.14 ,1.04 ,1.42 
Zm00001d008205,1.02 ,1.55 ,3.29 ,1.21 ,1.00 ,0.53 ,0.63 ,1.80 ,1.18 ,1.69 ,2.39 ,1.88 ,1.71 ,1.81 ,1.69 ,1.52 ,2.06 ,2.72 ,1.62 ,1.38 ,1.16 ,1.64 ,1.44 ,0.99 ,0.84 ,0.83 ,0.66 ,0.38 ,0.94 ,0.55 ,0.30 ,0.07 ,0.00 ,0.04 ,0.03 ,0.39 ,0.24 ,0.47 ,0.68 ,0.77 ,0.61 ,0.11 ,0.39 ,0.25 ,0.47 ,0.62 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.89 ,0.51 ,0.49 ,0.27 ,0.19 ,0.39 ,0.08 ,0.15 ,0.09 ,0.10 ,0.00 ,0.09 ,0.05 ,0.03 ,0.06 ,0.00 ,0.28 ,0.34 ,0.18 ,0.18 ,0.52 ,0.21 ,0.78 ,1.89 ,0.10 ,0.22 ,2.68 ,4.99 ,1.38 ,2.67 ,0.73 ,1.13 ,1.25 ,0.02 ,0.16 ,0.06 ,0.00 ,3.17 ,4.96 ,0.36 ,0.21 ,0.14 ,1.52 ,1.29 
Zm00001d036807,5.14 ,5.47 ,7.54 ,9.40 ,11.86 ,8.98 ,7.68 ,6.80 ,8.88 ,6.87 ,9.41 ,9.34 ,8.22 ,8.91 ,6.70 ,5.52 ,8.12 ,7.48 ,5.22 ,5.46 ,6.09 ,6.98 ,5.54 ,5.40 ,4.94 ,3.98 ,2.77 ,2.66 ,3.03 ,1.77 ,2.39 ,1.40 ,0.84 ,1.08 ,1.30 ,1.69 ,0.72 ,1.59 ,1.13 ,0.83 ,1.01 ,1.15 ,0.66 ,0.57 ,0.25 ,0.56 ,0.85 ,0.60 ,0.23 ,0.06 ,0.11 ,0.09 ,0.30 ,0.12 ,0.32 ,0.11 ,0.00 ,0.17 ,0.07 ,0.16 ,0.00 ,0.11 ,0.60 ,2.21 ,3.81 ,3.82 ,2.31 ,2.27 ,0.63 ,0.41 ,0.56 ,0.13 ,0.12 ,0.36 ,0.31 ,0.38 ,0.49 ,0.65 ,0.05 ,0.63 ,0.23 ,0.73 ,0.36 ,0.49 ,0.03 ,5.05 ,5.04 ,3.22 ,3.46 ,36.87 ,0.12 ,0.03 ,0.09 ,0.09 ,16.77 ,18.56 ,0.06 ,0.29 ,2.44 ,2.78 ,4.61 ,4.27 ,2.83 ,2.75 ,2.39 ,0.68 ,1.04 
Zm00001d049094,57.29 ,53.27 ,64.21 ,58.06 ,52.96 ,57.47 ,51.52 ,50.34 ,58.59 ,55.10 ,59.16 ,61.62 ,62.87 ,65.07 ,59.70 ,60.79 ,58.98 ,63.84 ,45.87 ,39.38 ,44.87 ,46.40 ,38.80 ,32.38 ,27.60 ,29.52 ,27.19 ,21.27 ,23.66 ,27.01 ,19.35 ,23.09 ,46.58 ,32.90 ,48.63 ,35.33 ,35.92 ,24.13 ,16.77 ,16.31 ,15.33 ,10.72 ,13.90 ,14.96 ,11.06 ,15.93 ,24.44 ,15.87 ,4.46 ,1.92 ,1.49 ,1.49 ,1.67 ,0.97 ,2.00 ,1.53 ,0.12 ,0.74 ,1.00 ,0.33 ,1.37 ,1.91 ,1.36 ,38.80 ,29.90 ,28.32 ,18.92 ,13.44 ,11.55 ,8.75 ,7.52 ,5.82 ,6.80 ,6.26 ,7.45 ,5.91 ,5.01 ,5.34 ,4.97 ,5.10 ,8.33 ,6.02 ,6.03 ,7.02 ,3.18 ,82.54 ,73.29 ,57.28 ,61.29 ,15.24 ,5.67 ,2.60 ,5.54 ,7.42 ,25.29 ,22.93 ,0.08 ,18.91 ,31.14 ,31.63 ,23.76 ,35.95 ,48.27 ,50.43 ,49.88 ,35.45 ,34.67 
Zm00001d036536,0.53 ,1.51 ,1.66 ,1.89 ,2.46 ,1.56 ,1.46 ,1.90 ,0.72 ,0.97 ,2.66 ,0.81 ,1.31 ,1.12 ,1.93 ,0.61 ,2.64 ,1.54 ,1.62 ,1.39 ,1.48 ,1.41 ,0.94 ,0.86 ,1.22 ,1.65 ,0.72 ,1.59 ,0.53 ,1.15 ,1.19 ,0.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.22 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.32 ,0.12 ,0.00 ,0.14 ,0.00 ,0.07 ,0.00 ,0.18 ,0.15 ,0.59 ,0.00 ,0.00 ,0.47 ,0.00 ,0.00 ,0.00 ,0.69 ,0.17 ,1.35 ,0.37 ,3.48 ,0.59 ,0.00 ,0.16 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,0.31 ,0.00 ,0.00 ,0.44 ,0.00 ,0.00 ,0.00 ,0.23 ,6.73 ,7.32 ,7.97 ,5.35 ,2.82 ,14.65 ,4.41 ,4.57 ,5.22 ,5.42 ,2.20 ,3.83 ,0.37 ,3.48 ,3.23 ,3.25 ,1.38 ,5.27 ,3.30 ,4.07 ,4.04 ,22.67 ,19.01 
Zm00001d002744,1.03 ,2.08 ,3.84 ,1.08 ,0.96 ,1.03 ,1.16 ,2.23 ,3.01 ,1.73 ,2.03 ,0.75 ,2.30 ,1.51 ,0.96 ,1.38 ,2.87 ,2.39 ,1.41 ,1.55 ,1.09 ,0.89 ,1.33 ,1.99 ,1.60 ,1.62 ,1.32 ,1.94 ,1.02 ,0.62 ,0.81 ,0.16 ,0.33 ,0.00 ,0.29 ,0.00 ,0.00 ,0.13 ,0.50 ,0.66 ,0.42 ,0.00 ,0.00 ,0.10 ,0.15 ,0.44 ,2.44 ,0.00 ,0.00 ,0.22 ,0.34 ,0.00 ,0.65 ,1.00 ,0.76 ,0.56 ,1.47 ,0.00 ,0.00 ,0.13 ,0.21 ,0.00 ,0.00 ,0.00 ,0.15 ,0.92 ,0.18 ,0.00 ,0.13 ,0.00 ,0.14 ,0.22 ,0.68 ,0.12 ,0.23 ,0.45 ,0.40 ,0.91 ,0.00 ,1.50 ,0.26 ,0.44 ,0.00 ,0.00 ,0.00 ,1.04 ,3.61 ,1.28 ,1.39 ,1.68 ,1.98 ,0.12 ,0.15 ,0.00 ,0.29 ,0.61 ,0.00 ,0.90 ,2.03 ,1.55 ,0.23 ,0.00 ,4.14 ,4.15 ,3.62 ,0.14 ,0.31 
Zm00001d005798,92.33 ,99.09 ,147.43 ,160.51 ,168.21 ,104.39 ,111.33 ,132.55 ,146.16 ,138.89 ,164.96 ,144.36 ,153.86 ,188.13 ,155.61 ,159.56 ,176.81 ,191.14 ,125.05 ,118.50 ,139.88 ,139.42 ,170.85 ,133.58 ,123.17 ,119.87 ,93.80 ,73.52 ,71.92 ,63.36 ,72.33 ,13.96 ,9.11 ,11.33 ,10.30 ,9.30 ,4.30 ,14.30 ,13.38 ,10.13 ,8.96 ,5.16 ,5.18 ,8.60 ,15.68 ,12.66 ,7.53 ,4.06 ,5.79 ,7.40 ,10.33 ,4.01 ,7.44 ,5.75 ,10.26 ,12.89 ,15.38 ,11.15 ,6.53 ,9.38 ,15.57 ,16.97 ,15.99 ,50.35 ,45.34 ,45.81 ,34.83 ,28.99 ,12.23 ,7.61 ,17.15 ,14.54 ,13.26 ,11.90 ,14.44 ,9.22 ,10.93 ,12.94 ,9.91 ,19.92 ,14.59 ,20.41 ,19.68 ,33.27 ,6.66 ,36.36 ,44.43 ,42.30 ,41.45 ,11.80 ,13.40 ,0.69 ,2.14 ,3.06 ,23.39 ,26.05 ,0.06 ,37.75 ,18.50 ,17.22 ,16.36 ,44.12 ,46.04 ,49.38 ,40.24 ,65.44 ,48.47 
Zm00001d045044,84.78 ,83.71 ,97.80 ,116.88 ,98.08 ,87.81 ,90.08 ,92.83 ,82.34 ,94.28 ,103.23 ,82.17 ,98.47 ,106.02 ,93.39 ,98.99 ,102.87 ,93.21 ,81.29 ,61.62 ,56.01 ,59.30 ,64.47 ,46.56 ,46.26 ,46.76 ,45.89 ,35.46 ,38.78 ,42.70 ,41.78 ,18.13 ,21.68 ,23.56 ,42.42 ,29.90 ,47.61 ,47.74 ,49.74 ,41.32 ,38.96 ,46.80 ,35.54 ,33.92 ,47.68 ,36.04 ,19.20 ,16.40 ,12.66 ,18.50 ,25.32 ,26.26 ,40.05 ,47.14 ,35.91 ,58.05 ,66.18 ,43.30 ,37.51 ,48.55 ,63.51 ,50.54 ,47.20 ,59.76 ,64.04 ,59.43 ,48.55 ,48.78 ,25.26 ,23.31 ,36.53 ,26.78 ,35.57 ,35.06 ,36.69 ,29.37 ,37.81 ,63.65 ,50.49 ,73.21 ,63.88 ,72.21 ,86.05 ,83.93 ,10.04 ,84.88 ,111.16 ,75.63 ,73.74 ,101.86 ,56.17 ,11.40 ,6.07 ,10.39 ,82.54 ,83.30 ,0.27 ,75.56 ,42.53 ,40.98 ,67.33 ,128.09 ,86.65 ,91.28 ,86.23 ,63.51 ,60.92 
Zm00001d053859,0.43 ,0.60 ,1.28 ,1.71 ,2.00 ,0.20 ,0.78 ,2.33 ,1.26 ,1.12 ,1.33 ,0.63 ,1.06 ,0.77 ,1.04 ,0.98 ,2.05 ,1.62 ,0.92 ,0.91 ,0.40 ,0.60 ,0.56 ,1.24 ,0.82 ,0.66 ,0.40 ,1.63 ,0.98 ,0.87 ,1.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.24 ,0.00 ,0.23 ,0.00 ,0.00 ,0.17 ,0.00 ,0.37 ,0.00 ,0.00 ,0.15 ,0.16 ,0.00 ,0.00 ,0.00 ,0.87 ,0.17 ,0.27 ,0.69 ,0.33 ,0.30 ,0.00 ,0.00 ,0.00 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.23 ,9.91 ,1.76 ,5.00 ,0.55 ,0.71 ,29.13 ,4.44 ,13.11 ,11.25 ,5.85 ,0.58 ,1.45 ,5.07 ,15.23 ,1.57 ,1.00 ,3.33 ,3.67 ,1.72 ,1.09 ,0.72 ,14.79 ,14.23 
Zm00001d024534,24.85 ,29.63 ,31.61 ,27.45 ,27.12 ,26.28 ,21.51 ,33.00 ,24.74 ,28.07 ,24.09 ,23.69 ,27.11 ,28.56 ,29.85 ,27.17 ,27.64 ,26.63 ,26.01 ,22.56 ,20.38 ,23.38 ,22.30 ,20.20 ,20.32 ,22.09 ,19.75 ,19.39 ,20.06 ,24.35 ,21.49 ,19.62 ,14.46 ,18.33 ,20.08 ,11.56 ,16.76 ,12.15 ,10.07 ,8.95 ,10.51 ,11.97 ,11.27 ,10.33 ,13.46 ,10.84 ,21.76 ,21.82 ,17.87 ,16.77 ,16.56 ,9.73 ,11.90 ,9.87 ,12.06 ,12.19 ,13.82 ,7.35 ,8.58 ,11.89 ,15.27 ,10.39 ,15.22 ,18.40 ,16.32 ,12.29 ,11.18 ,12.01 ,14.49 ,20.43 ,20.04 ,18.18 ,21.12 ,14.48 ,16.53 ,15.20 ,10.54 ,12.21 ,8.91 ,16.41 ,15.14 ,20.76 ,21.16 ,18.49 ,6.74 ,63.32 ,48.90 ,49.35 ,46.62 ,39.83 ,13.77 ,12.27 ,17.78 ,18.88 ,31.45 ,31.92 ,1.39 ,18.55 ,37.36 ,33.24 ,18.58 ,28.42 ,46.00 ,48.23 ,47.40 ,32.43 ,27.41 
Zm00001d033680,36.91 ,47.43 ,96.22 ,71.30 ,56.36 ,42.65 ,44.01 ,56.93 ,62.06 ,69.56 ,70.80 ,50.36 ,59.87 ,77.73 ,60.87 ,47.22 ,67.23 ,57.80 ,34.84 ,34.40 ,35.78 ,42.63 ,42.09 ,32.39 ,28.71 ,28.44 ,18.88 ,22.11 ,17.49 ,13.56 ,11.95 ,2.49 ,0.54 ,0.05 ,1.34 ,1.76 ,0.46 ,1.41 ,0.68 ,1.42 ,2.71 ,0.22 ,0.05 ,0.74 ,0.37 ,0.88 ,1.21 ,0.36 ,0.23 ,0.14 ,0.25 ,0.06 ,0.44 ,0.32 ,0.22 ,0.26 ,0.74 ,0.77 ,0.39 ,1.28 ,1.01 ,3.80 ,4.42 ,10.67 ,3.60 ,6.94 ,3.51 ,4.36 ,1.34 ,0.20 ,0.58 ,0.59 ,0.48 ,0.50 ,0.73 ,0.06 ,0.35 ,0.43 ,0.05 ,3.53 ,0.00 ,1.76 ,0.17 ,4.07 ,26.92 ,173.44 ,124.13 ,102.46 ,105.19 ,103.81 ,11.77 ,5.58 ,3.59 ,16.41 ,31.07 ,36.58 ,0.85 ,6.30 ,49.09 ,45.81 ,5.67 ,53.91 ,59.75 ,58.56 ,54.34 ,23.04 ,27.11 
Zm00001d015639,4.62 ,5.54 ,9.01 ,8.32 ,5.54 ,5.69 ,7.36 ,11.97 ,6.80 ,5.47 ,9.42 ,5.47 ,6.91 ,9.40 ,7.53 ,5.11 ,5.77 ,6.12 ,7.14 ,8.09 ,4.77 ,6.60 ,6.69 ,7.61 ,6.86 ,4.08 ,3.24 ,9.72 ,4.55 ,3.88 ,5.27 ,0.52 ,0.70 ,0.00 ,0.00 ,0.50 ,0.00 ,1.27 ,0.26 ,3.24 ,1.61 ,0.00 ,0.00 ,0.10 ,0.31 ,0.46 ,0.37 ,0.00 ,0.00 ,0.00 ,0.13 ,0.00 ,0.44 ,0.00 ,0.49 ,0.20 ,0.00 ,0.41 ,0.13 ,0.14 ,0.00 ,0.20 ,1.66 ,0.62 ,0.00 ,1.22 ,0.86 ,2.41 ,0.27 ,0.19 ,0.44 ,0.00 ,0.48 ,0.20 ,0.27 ,0.00 ,0.28 ,0.00 ,0.00 ,1.39 ,0.00 ,0.00 ,0.00 ,0.41 ,39.63 ,6.46 ,4.96 ,2.35 ,2.11 ,8.76 ,3.51 ,6.00 ,7.15 ,5.42 ,1.77 ,2.80 ,29.27 ,3.96 ,6.36 ,6.87 ,1.49 ,27.92 ,3.52 ,3.34 ,3.10 ,4.97 ,12.59 
Zm00001d006451,3.21 ,4.86 ,7.29 ,4.21 ,4.67 ,2.34 ,5.67 ,6.30 ,5.91 ,5.75 ,4.65 ,3.63 ,4.42 ,5.59 ,3.48 ,1.97 ,4.49 ,2.99 ,5.85 ,2.86 ,2.07 ,1.47 ,2.19 ,2.43 ,2.35 ,1.16 ,1.50 ,1.98 ,1.21 ,0.58 ,0.45 ,0.11 ,0.69 ,0.12 ,0.00 ,0.32 ,0.00 ,0.30 ,0.52 ,0.46 ,1.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.21 ,0.00 ,0.19 ,0.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.11 ,0.09 ,0.33 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.00 ,3.42 ,2.48 ,3.86 ,4.22 ,1.50 ,0.63 ,0.25 ,0.88 ,0.26 ,0.15 ,0.53 ,0.27 ,0.16 ,0.23 ,0.47 ,0.00 ,0.52 ,0.09 ,0.45 ,0.00 ,0.13 ,0.31 ,69.44 ,62.03 ,52.60 ,52.69 ,1.40 ,0.15 ,1.47 ,1.28 ,0.46 ,1.01 ,1.68 ,0.07 ,0.09 ,25.53 ,23.93 ,0.73 ,1.50 ,64.16 ,56.67 ,59.28 ,0.59 ,0.86 
Zm00001d013138,9.94 ,11.71 ,17.03 ,14.56 ,16.53 ,11.61 ,12.40 ,14.82 ,17.90 ,16.68 ,19.26 ,17.47 ,16.49 ,20.77 ,16.62 ,15.72 ,19.16 ,20.10 ,13.17 ,13.10 ,18.41 ,16.69 ,16.56 ,16.00 ,14.23 ,17.91 ,9.42 ,7.97 ,9.60 ,8.26 ,5.99 ,2.11 ,3.73 ,2.44 ,2.45 ,1.88 ,3.56 ,2.62 ,1.81 ,3.38 ,0.79 ,0.95 ,1.08 ,2.28 ,2.51 ,1.43 ,2.68 ,0.87 ,0.98 ,0.67 ,0.38 ,0.44 ,0.46 ,0.70 ,1.12 ,0.71 ,0.39 ,0.63 ,0.51 ,1.20 ,1.16 ,1.36 ,2.69 ,1.55 ,2.87 ,3.54 ,2.63 ,1.39 ,1.66 ,2.20 ,1.68 ,0.69 ,1.75 ,0.81 ,1.27 ,0.00 ,1.23 ,0.54 ,1.22 ,3.02 ,0.75 ,2.46 ,0.35 ,3.24 ,1.86 ,15.53 ,25.83 ,4.01 ,3.34 ,19.26 ,1.24 ,0.57 ,2.10 ,0.66 ,2.12 ,1.46 ,4.29 ,0.72 ,4.96 ,2.59 ,0.47 ,1.99 ,5.23 ,5.12 ,3.47 ,19.53 ,4.46 
